Division  Num ,Division Name ,NCES School Num ,School  Num ,School Name ,Low  Grades ,High  Grades ,Division  Description ,School Description ,Grade  Standard ,Schedule ,Principal ,Address1 ,City ,State ,Zip ,Phone  Number ,Fall  Membership  Schools,Address
128,Virginia Beach Public Schools,5.10E+11,490,Pembroke Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Linda  Hayes ,4622 Jericho Rd,Virginia Beach,VA,23462,757-473-5025,Membership,
128,Virginia Beach Public Schools,5.10E+11,660,Pembroke Meadows Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Charles L. Spivey ,820 Cathedral Dr,Virginia Beach,VA,23455,757-648-3360,Membership,
128,Virginia Beach Public Schools,5.10E+11,640,Plaza Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Dr. Joe  Burnsworth ,3080 S Lynnhaven Rd,Virginia Beach,VA,23452,757-648-4900,Membership,
128,Virginia Beach Public Schools,5.10E+11,680,Point O' View Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Paulette  France ,5400 Parliament Dr,Virginia Beach,VA,23462,757-648-3440,Membership,
128,Virginia Beach Public Schools,5.10E+11,340,Princess Anne Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Gloria  Davis ,2444 Seaboard Rd,Virginia Beach,VA,23456,757-648-3480,Membership,
128,Virginia Beach Public Schools,5.10E+11,321,Princess Anne High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Dr. Daniel W. Smith ,4400 Virginia Beach Blvd,Virginia Beach,VA,23462,757-648-5600,Membership,
128,Virginia Beach Public Schools,5.10E+11,750,Princess Anne Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Alex  Bergren ,2509 Seaboard Rd,Virginia Beach,VA,23456,757-648-4950,Membership,
128,Virginia Beach Public Schools,5.10E+11,692,Providence Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Lou Anne  Metzger ,4968 Providence Rd,Virginia Beach,VA,23464,757-648-3520,Membership,
128,Virginia Beach Public Schools,5.10E+11,900,Red Mill Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Steven M. Scarcelli ,1860 Sandbridge Rd,Virginia Beach,VA,23456,757-648-3560,Membership,
128,Virginia Beach Public Schools,5.10E+11,810,Rosemont Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Cari  Hall ,1257 Rosemont Rd,Virginia Beach,VA,23456,757-648-3600,Membership,
128,Virginia Beach Public Schools,5.10E+11,840,Rosemont Forest Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Gregory  Furlich ,1716 Grey Friars Chase,Virginia Beach,VA,23456,757-648-3640,Membership,
128,Virginia Beach Public Schools,5.10E+11,830,Salem Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Janet J. Zitt ,3961 Salem Lakes Blvd,Virginia Beach,VA,23456,757-648-3680,Membership,
128,Virginia Beach Public Schools,5.10E+11,850,Salem High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Daniel F Keever ,1993 Sun Devil Dr,Virginia Beach,VA,22464,757-648-5650,Membership,
128,Virginia Beach Public Schools,5.10E+11,50,Salem Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,James  Avila ,2380 Lynnhaven Pkwy,Virginia Beach,VA,23464,757-648-5000,Membership,
128,Virginia Beach Public Schools,5.10E+11,290,Seatack Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Mary F. Daniels ,912 S Birdneck Road,Virginia Beach,VA,23451,757-437-4867,Membership,
128,Virginia Beach Public Schools,5.10E+11,300,Shelton Park Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Geoffrey T Timlin ,1700 Shelton Rd,Virginia Beach,VA,23455,757-460-7577,Membership,
128,Virginia Beach Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
128,Virginia Beach Public Schools,5.10E+11,940,Strawbridge Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Kelly W. Coon ,2553 Strawbridge Rd,Virginia Beach,VA,23456,757-427-5562,Membership,
128,Virginia Beach Public Schools,5.10E+11,910,Tallwood Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. David B. French ,2025 Kempsville Rd,Virginia Beach,VA,23464,757-648-3840,Membership,
128,Virginia Beach Public Schools,5.10E+11,920,Tallwood High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Cheryl R. Woodhouse ,1668 Kempsville Rd,Virginia Beach,VA,23464,757-648-5700,Membership,
128,Virginia Beach Public Schools,5.10E+11,650,Technical & Career Ed. Ctr.,,,Local Education Agency,Public center - Career and Technical Ed.,,,Mr. David C. Swanger ,2925 N Landing Rd,Virginia Beach,VA,23456,757-648-5850,Non-Membership,
128,Virginia Beach Public Schools,5.10E+11,350,Thalia Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Pamela  Pastros ,421 Thalia Rd,Virginia Beach,VA,23452,757-648-3880,Membership,
128,Virginia Beach Public Schools,5.10E+11,1049,The Renaissance Academy,,,Local Education Agency,Public center - Alternative,,,Ms. Kay  Thomas ,5100 Cleveland Street,Virginia Beach,VA,23462,757-263-1170,Non-Membership,
128,Virginia Beach Public Schools,5.10E+11,400,Thoroughgood Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Cheryl  Zigrang ,1444 Dunstan Ln,Virginia Beach,VA,23455,757-648-3920,Membership,
128,Virginia Beach Public Schools,5.10E+11,100,Three Oaks Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Lisa D. Hannah ,2201 Elson Green Avenue,Virginia Beach,VA,23456,757-648-3960,Membership,
128,Virginia Beach Public Schools,5.10E+11,510,Trantwood Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Jeanne  Crocker ,2344 Inlynnview Rd,Virginia Beach,VA,23454,757-648-4000,Membership,
128,Virginia Beach Public Schools,5.10E+11,1111,Virginia Beach Career Switcher Program,,,Local Education Agency,Unknown,,,   ,P. O. Box 6038,Virginia Beach,VA,23456,757-263-1000,Non-Membership,
128,Virginia Beach Public Schools,5.10E+11,140,Virginia Beach Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Dr. Sandra  Brown ,600 25th St,Virginia Beach,VA,23451,757-437-4892,Membership,
128,Virginia Beach Public Schools,5.10E+11,130,W.T. Cooke Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Pam M. Bennis ,1501 Mediterranean Ave,Virginia Beach,VA,23451,757-437-4827,Membership,
128,Virginia Beach Public Schools,5.10E+11,20,White Oaks Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Stephanie  Haus ,960 Windsor Oaks Blvd,Virginia Beach,VA,23462,757-648-4040,Membership,
128,Virginia Beach Public Schools,5.10E+11,470,Williams Elementary,4,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Timothy P. Sullivan ,892 Newtown Rd,Virginia Beach,VA,23462,757-473-5033,Membership,
128,Virginia Beach Public Schools,5.10E+11,670,Windsor Oaks Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Aimee  Ferguson ,3800 Van Buren Dr,Virginia Beach,VA,23452,757-648-4120,Membership,
128,Virginia Beach Public Schools,5.10E+11,560,Windsor Woods Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. C. Drummond Ball ,233 Presidential Blvd,Virginia Beach,VA,23452,757-648-4160,Membership,
128,Virginia Beach Public Schools,5.10E+11,390,Woodstock Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Amy  Hedrick ,6016 Providence Rd,Virginia Beach,VA,23464,757-366-4590,Membership,
93,Warren County Public Schools,5.10E+11,90,A.S. Rhodes Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Doris S. Dean ,224 W Strasburg Rd,Front Royal,VA,22630,540-635-4556,Membership,
93,Warren County Public Schools,5.10E+11,140,E. Wilson Morrison Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Margaret S. Holmes ,40 Crescent St,Front Royal,VA,22630,540-635-4188,Membership,
93,Warren County Public Schools,5.10E+11,371,Hilda J. Barbour Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Joanne B. Waters ,290 Westminster Drive,Front Royal,VA,22630,540-622-8090,Membership,
93,Warren County Public Schools,5.10E+11,20,Leslie Fox Keyser Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Brenda S. Ring ,1015 Stonewall Dr,Front Royal,VA,22630,540-635-3125,Membership,
93,Warren County Public Schools,,9997,Local Or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,210 North Commerce Avenue,Front Royal,VA,22630,540-635-2725,Membership,
93,Warren County Public Schools,5.10E+11,240,Ressie Jeffries Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Thomas E. Matteson ,320 East Criser Road,Front Royal,VA,22630,540-636-6824,Membership,
93,Warren County Public Schools,5.10E+11,250,Skyline High,8,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Andrew C. Keller ,151 Skyline Vista Drive,Front Royal,VA,22630,540-631-0366,Membership,
93,Warren County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
93,Warren County Public Schools,5.10E+11,230,Warren County High,8,12,Local Education Agency,Public school - Regular,High,4X4,Ms. Ernestine J. Jordan ,155 Westminster Drive,Front Royal,VA,22630,540-635-4144,Membership,
93,Warren County Public Schools,5.10E+11,270,Warren County Middle,6,7,Local Education Agency,Public school - Regular,Elementary,6 period,Mr. Alan  Fox ,240 Luray Avenue,Front Royal,VA,22630,540-635-2194,Membership,
94,Washington County Public Schools,5.10E+11,1080,Abingdon Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Megan  de Nobriga ,19431 Woodland Hills Rd,Abingdon,VA,24210,276-739-3400,Membership,
94,Washington County Public Schools,5.10E+11,1030,Abingdon High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. Jimmy  King ,705 Thompson Dr,Abingdon,VA,24210,276-739-3200,Membership,
94,Washington County Public Schools,5.10E+11,10,Career & Technical Education Center,,,Local Education Agency,Public center - Career and Technical Ed.,,6 period,Mr. Brian  Johnson ,255 Stanley St,Abingdon,VA,24210,276-739-3100,Non-Membership,
94,Washington County Public Schools,5.10E+11,40,Damascus Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mrs. Dixie  Hunter ,32101 Government Rd,Damascus,VA,24236,276-739-4100,Membership,
94,Washington County Public Schools,5.10E+11,1110,E.B. Stanley Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Scott  Allen ,297 Stanley St,Abingdon,VA,24210,276-739-3300,Membership,
94,Washington County Public Schools,5.10E+11,1090,Glade Spring Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Kelly  Holmes ,33474 Stage Coach Rd,Glade Spring,VA,24340,276-739-3800,Membership,
94,Washington County Public Schools,5.10E+11,260,Greendale Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Allyson  Willis ,13092 McGuffie Rd,Abingdon,VA,24210,276-739-3500,Membership,
94,Washington County Public Schools,5.10E+11,1070,High Point Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Sherry  King ,14091 Sinking Creek Rd,Bristol,VA,24202,276-642-5600,Membership,
94,Washington County Public Schools,5.10E+11,1060,Holston High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. Dennis  Hill ,21308 Monroe Rd,Damascus,VA,24236,276-739-4000,Membership,
94,Washington County Public Schools,5.10E+11,1040,John S. Battle High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. Jeff  Hawkins ,21264 Battle Hill Dr,Bristol,VA,24202,276-642-5300,Membership,
94,Washington County Public Schools,,9997,Local Or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,812 Thompson Drive,Abingdon,VA,24210,276-739-3041,Membership,
94,Washington County Public Schools,5.10E+11,20,Meadowview Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Beth  Litz ,14050 Glenbrook Ave,Meadowview,VA,24361,276-739-3900,Membership,
94,Washington County Public Schools,5.10E+11,1050,Patrick Henry High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Dr. Keith  Perrigan ,31437 Hillman Hwy,Glade Spring,VA,24340,276-739-3700,Membership,
94,Washington County Public Schools,5.10E+11,50,Rhea Valley Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Debbie  Anderson ,31305 Rhea Valley Rd,Meadowview,VA,24361,276-739-4200,Membership,
94,Washington County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,812 Thompson Drive,Abingdon,VA,24210,276-739-3041,Non-Membership,
94,Washington County Public Schools,5.10E+11,1020,Valley Institute Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Tammy  Williams ,4350 Gate City Hwy,Bristol,VA,24202,276-642-5500,Membership,
94,Washington County Public Schools,5.10E+11,620,Wallace Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. David  Lambert ,13077 Wallace Pike,Bristol,VA,24202,276-642-5400,Membership,
94,Washington County Public Schools,5.10E+11,990,Washington Co. Technical,,,Local Education Agency,Public center - Career and Technical Ed.,,6 period,Mr. Brian  Johnson ,850 Thompson Dr,Abingdon,VA,24210,276-739-3140,Non-Membership,
94,Washington County Public Schools,5.10E+11,70,Watauga Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Marie  Stanley ,23181 Watauga Rd,Abingdon,VA,24211,276-739-3600,Membership,
130,Waynesboro Public Schools,5.10E+11,650,Berkeley Glenn Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Sharon B. Tooley ,1020 Jefferson Ave,Waynesboro,VA,22980,540-946-4680,Membership,
130,Waynesboro Public Schools,5.10E+11,640,Kate Collins Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Janet  Buchheit ,1625 Ivy St,Waynesboro,VA,22980,540-946-4635,Membership,
130,Waynesboro Public Schools,,752,Rosenwald Elementary  Feeding Site,,,Local Education Agency,SNP feeding site,,,   ,Dept. of Recreation and Parks,Waynesboro,VA,22980,540-946-4600,Non-Membership,
130,Waynesboro Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
130,Waynesboro Public Schools,5.10E+11,620,Wayne Hills Center,PK,PK,Local Education Agency,Public school - Preschool,Elementary,Traditional Elementary,Kathy  Tucker ,937 Fir Street,Waynesboro,VA,22980,540-946-4626,Membership,
130,Waynesboro Public Schools,5.10E+11,600,Waynesboro High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Tim  Teachey ,1200 Main St,Waynesboro,VA,22980,540-946-4616,Membership,
130,Waynesboro Public Schools,5.10E+11,580,Wenonah Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Rebecca  Jarvis ,125 N Bayard Ave,Waynesboro,VA,22980,540-946-4660,Membership,
130,Waynesboro Public Schools,5.10E+11,630,Westwood Hills Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Renae L. Deffenbaugh ,548 Rosser Ave,Waynesboro,VA,22980,540-946-4670,Membership,
130,Waynesboro Public Schools,5.10E+11,751,William Perry Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Julie K. Zook ,840 King Avenue,Waynesboro,VA,22980,540-946-4650,Membership,
207,West Point Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
207,West Point Public Schools,5.10E+11,280,West Point Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Trena  Hatcher ,1060 Thompson Ave,West Point,VA,23181,804-843-2030,Membership,
207,West Point Public Schools,5.10E+11,290,West Point High,9,12,Local Education Agency,Public school - Regular,High,7 period,Mr. Mark Allen Dorsey ,2700 Mattaponi Ave,West Point,VA,23181,804-843-3630,Membership,
207,West Point Public Schools,5.10E+11,391,West Point Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. David  Daniel ,1040 Thompson Avenue,West Point,VA,23181,804-843-9810,Membership,
95,Westmoreland County Public Schools,5.10E+11,210,Cople Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Sharon  Almond ,7114 Cople Highway,Hague,VA,22469,804-472-2081,Membership,
95,Westmoreland County Public Schools,5.10E+11,300,Montross Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 A/B,Mrs. Jane S Geyer ,8884 Menokin Road,Montross,VA,22520,804-493-9818,Membership,
95,Westmoreland County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
95,Westmoreland County Public Schools,5.10E+11,120,Washington & Lee High,9,12,Local Education Agency,Public school - Regular,High,4X4,Ms. Andrea M. Roane ,16380 Kings Highway,Montross,VA,22520,804-493-8015,Membership,
